probe:18:45:10.09, resp:18:45:09.65, diff:-0.45
probe:20:02:49.35, resp:20:02:49.78, diff:+0.43
probe:20:02:54.35, resp:20:02:54.78, diff:+0.43
probe:20:02:59.35, resp:20:02:59.78, diff:+0.43
probe:20:03:04.35, resp:20:03:04.77, diff:+0.42
probe:20:03:09.35, resp:20:03:09.77, diff:+0.42
probe:20:03:14.35, resp:20:03:14.76, diff:+0.41
probe:20:03:19.35, resp:20:03:19.75, diff:+0.40
probe:20:03:24.35, resp:20:03:24.75, diff:+0.40
probe:20:03:29.35, resp:20:03:29.75, diff:+0.39
probe:20:03:34.35, resp:20:03:34.75, diff:+0.39
probe:20:03:39.36, resp:20:03:39.75, diff:+0.38
probe:20:03:44.36, resp:20:03:44.75, diff:+0.38
probe:20:03:49.36, resp:20:03:49.75, diff:+0.38
probe:20:03:54.36, resp:20:03:54.75, diff:+0.38
probe:20:03:59.36, resp:20:03:59.75, diff:+0.38
probe:20:04:04.36, resp:20:04:04.75, diff:+0.38
probe:20:04:09.38, resp:20:04:09.75, diff:+0.37
probe:20:04:14.38, resp:20:04:14.75, diff:+0.37
probe:20:04:19.38, resp:20:04:19.75, diff:+0.37
probe:20:04:24.38, resp:20:04:24.74, diff:+0.36
probe:20:04:29.38, resp:20:04:29.74, diff:+0.36
probe:20:04:34.38, resp:20:04:34.74, diff:+0.36
probe:20:04:39.38, resp:20:04:39.74, diff:+0.36
probe:20:04:44.38, resp:20:04:44.74, diff:+0.36
probe:20:04:49.38, resp:20:04:49.74, diff:+0.36
probe:20:04:54.38, resp:20:04:54.74, diff:+0.36
probe:20:04:59.38, resp:20:04:59.74, diff:+0.36
probe:20:05:04.38, resp:20:05:04.74, diff:+0.36
probe:20:05:09.38, resp:20:05:09.74, diff:+0.36
probe:20:05:14.38, resp:20:05:14.74, diff:+0.36
probe:20:05:19.38, resp:20:05:19.73, diff:+0.35
probe:20:05:24.38, resp:20:05:24.73, diff:+0.35
probe:20:05:29.38, resp:20:05:29.73, diff:+0.35
probe:20:05:34.38, resp:20:05:34.73, diff:+0.35
probe:20:05:39.38, resp:20:05:39.73, diff:+0.35
probe:20:05:44.38, resp:20:05:44.73, diff:+0.35
probe:20:05:49.39, resp:20:05:49.73, diff:+0.34
probe:20:05:54.39, resp:20:05:54.73, diff:+0.34
probe:20:05:59.39, resp:20:05:59.72, diff:+0.33
probe:20:06:04.39, resp:20:06:04.73, diff:+0.34
probe:20:06:09.39, resp:20:06:09.73, diff:+0.34
probe:20:06:14.39, resp:20:06:14.72, diff:+0.33
probe:20:06:19.39, resp:20:06:19.72, diff:+0.33
probe:20:06:24.39, resp:20:06:24.72, diff:+0.33
probe:20:06:29.40, resp:20:06:29.73, diff:+0.33
probe:20:06:34.40, resp:20:06:34.73, diff:+0.33
probe:20:06:39.40, resp:20:06:39.73, diff:+0.33
probe:20:06:44.40, resp:20:06:44.73, diff:+0.33
probe:20:06:49.40, resp:20:06:49.73, diff:+0.33
probe:20:06:54.40, resp:20:06:54.73, diff:+0.33
probe:20:06:59.41, resp:20:06:59.73, diff:+0.32
probe:20:07:04.41, resp:20:07:04.73, diff:+0.32
probe:20:07:09.41, resp:20:07:09.73, diff:+0.32
probe:20:07:14.41, resp:20:07:14.72, diff:+0.31
probe:20:07:19.41, resp:20:07:19.72, diff:+0.31
probe:20:07:24.41, resp:20:07:24.72, diff:+0.31
probe:20:07:29.41, resp:20:07:29.72, diff:+0.31
probe:20:07:34.41, resp:20:07:34.72, diff:+0.31
probe:20:07:39.41, resp:20:07:39.72, diff:+0.31
probe:20:07:44.41, resp:20:07:44.73, diff:+0.32
probe:20:07:49.41, resp:20:07:49.73, diff:+0.32
probe:20:07:54.41, resp:20:07:54.74, diff:+0.33
probe:20:07:59.41, resp:20:07:59.74, diff:+0.33
probe:20:08:04.41, resp:20:08:04.74, diff:+0.33
probe:20:08:09.42, resp:20:08:09.75, diff:+0.33
probe:20:08:14.42, resp:20:08:14.75, diff:+0.33
probe:20:08:19.42, resp:20:08:19.75, diff:+0.33
probe:20:08:24.42, resp:20:08:24.75, diff:+0.34
probe:20:08:29.42, resp:20:08:29.75, diff:+0.34
probe:20:08:34.42, resp:20:08:34.76, diff:+0.35
probe:20:08:39.42, resp:20:08:39.76, diff:+0.35
probe:20:08:44.42, resp:20:08:44.77, diff:+0.36
probe:20:08:49.42, resp:20:08:49.77, diff:+0.36
probe:20:08:54.42, resp:20:08:54.77, diff:+0.36
probe:20:08:59.42, resp:20:08:59.78, diff:+0.37
probe:20:09:04.42, resp:20:09:04.78, diff:+0.37
probe:20:09:09.42, resp:20:09:09.78, diff:+0.37
probe:20:09:14.42, resp:20:09:14.83, diff:+0.42
probe:20:09:19.42, resp:20:09:19.79, diff:+0.38
probe:20:09:24.42, resp:20:09:24.79, diff:+0.38
probe:20:09:29.42, resp:20:09:29.80, diff:+0.39
probe:20:09:34.42, resp:20:09:34.80, diff:+0.39
probe:20:09:39.42, resp:20:09:39.81, diff:+0.40
probe:20:09:44.42, resp:20:09:44.81, diff:+0.40
probe:20:09:49.43, resp:20:09:49.81, diff:+0.39
probe:20:09:54.43, resp:20:09:54.82, diff:+0.40
probe:20:09:59.43, resp:20:09:59.82, diff:+0.40
probe:20:10:04.43, resp:20:10:04.83, diff:+0.41
probe:20:10:09.43, resp:20:10:09.83, diff:+0.41
probe:20:10:14.43, resp:20:10:14.83, diff:+0.41
probe:20:10:19.43, resp:20:10:19.88, diff:+0.45
probe:20:10:24.43, resp:20:10:24.83, diff:+0.41
probe:20:10:29.43, resp:20:10:29.83, diff:+0.41
probe:20:10:34.43, resp:20:10:34.83, diff:+0.41
probe:20:10:39.43, resp:20:10:39.83, diff:+0.41
probe:20:10:44.43, resp:20:10:44.83, diff:+0.41
probe:20:10:49.43, resp:20:10:49.84, diff:+0.42
probe:20:10:54.43, resp:20:10:54.84, diff:+0.42
probe:20:10:59.43, resp:20:10:59.85, diff:+0.43
probe:20:11:04.43, resp:20:11:04.85, diff:+0.43
probe:20:11:09.43, resp:20:11:09.85, diff:+0.43
probe:20:11:14.43, resp:20:11:14.86, diff:+0.44
probe:20:11:19.43, resp:20:11:19.86, diff:+0.44
probe:20:11:24.43, resp:20:11:24.86, diff:+0.44
probe:20:11:29.44, resp:20:11:29.88, diff:+0.44
probe:20:11:34.44, resp:20:11:34.88, diff:+0.44
probe:20:11:39.44, resp:20:11:39.89, diff:+0.45
probe:20:11:44.44, resp:20:11:44.89, diff:+0.45
probe:20:11:49.44, resp:20:11:49.89, diff:+0.45
probe:20:11:54.44, resp:20:11:54.90, diff:+0.46
probe:20:11:59.44, resp:20:11:59.90, diff:+0.46
probe:20:12:04.44, resp:20:12:04.90, diff:+0.46
probe:20:12:09.44, resp:20:12:09.91, diff:+0.47
probe:20:12:14.44, resp:20:12:17.72, diff:+3.28
probe:20:12:19.44, resp:20:12:19.92, diff:+0.48
probe:20:12:24.44, resp:20:12:24.92, diff:+0.48
probe:20:12:29.44, resp:20:12:29.92, diff:+0.48
probe:20:12:34.44, resp:20:12:34.93, diff:+0.49
probe:20:12:39.44, resp:20:12:39.93, diff:+0.49
probe:20:12:44.45, resp:20:12:44.93, diff:+0.48
probe:20:12:49.45, resp:20:12:49.93, diff:+0.48
probe:20:12:54.45, resp:20:12:54.93, diff:+0.48
probe:20:12:59.45, resp:20:12:59.93, diff:+0.48
probe:20:13:04.45, resp:20:13:04.93, diff:+0.48
probe:20:13:09.45, resp:20:13:09.93, diff:+0.48
probe:20:13:14.45, resp:20:13:14.92, diff:+0.47
probe:20:13:19.45, resp:20:13:19.92, diff:+0.47
probe:20:13:24.45, resp:20:13:24.92, diff:+0.47
probe:20:13:29.45, resp:20:13:29.92, diff:+0.47
probe:20:13:34.45, resp:20:13:34.92, diff:+0.47
probe:20:13:39.45, resp:20:13:39.92, diff:+0.47
probe:20:13:44.45, resp:20:13:44.91, diff:+0.46
probe:20:13:49.45, resp:20:13:49.91, diff:+0.46
probe:20:13:54.45, resp:20:13:54.92, diff:+0.47
probe:20:13:59.45, resp:20:13:59.91, diff:+0.46
probe:20:14:04.45, resp:20:14:04.91, diff:+0.46
probe:20:14:09.46, resp:20:14:09.91, diff:+0.45
probe:20:14:14.46, resp:20:14:14.91, diff:+0.45
probe:20:14:19.46, resp:20:14:19.91, diff:+0.45
probe:20:14:24.46, resp:20:14:24.91, diff:+0.45
probe:20:14:29.46, resp:20:14:29.91, diff:+0.45
probe:20:14:34.46, resp:20:14:34.91, diff:+0.45
probe:20:14:39.46, resp:20:14:39.90, diff:+0.44
probe:20:14:44.46, resp:20:14:44.90, diff:+0.44
probe:20:14:49.46, resp:20:14:49.90, diff:+0.44
probe:20:14:54.46, resp:20:14:54.90, diff:+0.44
probe:20:14:59.46, resp:20:14:59.90, diff:+0.44
probe:20:15:04.46, resp:20:15:04.90, diff:+0.44
probe:20:15:09.46, resp:20:15:09.90, diff:+0.44
probe:20:15:14.46, resp:20:15:14.90, diff:+0.44
probe:20:15:19.47, resp:20:15:19.90, diff:+0.43
probe:20:15:24.47, resp:20:15:24.90, diff:+0.43
probe:20:15:29.47, resp:20:15:29.90, diff:+0.43
probe:20:15:34.47, resp:20:15:34.90, diff:+0.43
probe:20:15:39.47, resp:20:15:39.90, diff:+0.43
probe:20:15:44.47, resp:20:15:44.90, diff:+0.43
probe:20:15:49.47, resp:20:15:49.89, diff:+0.42
probe:20:15:54.47, resp:20:15:54.89, diff:+0.42
probe:20:15:59.47, resp:20:15:59.89, diff:+0.42
probe:20:16:04.47, resp:20:16:04.89, diff:+0.42
probe:20:16:09.47, resp:20:16:09.89, diff:+0.42
probe:20:16:14.47, resp:20:16:14.89, diff:+0.42
probe:20:16:19.47, resp:20:16:19.89, diff:+0.42
probe:20:16:24.47, resp:20:16:24.89, diff:+0.42
probe:20:16:29.48, resp:20:16:29.89, diff:+0.41
probe:20:16:34.48, resp:20:16:34.89, diff:+0.41
probe:20:16:39.48, resp:20:16:39.90, diff:+0.42
probe:20:16:44.48, resp:20:16:44.90, diff:+0.42
probe:20:16:49.48, resp:20:16:49.91, diff:+0.43
probe:20:16:54.48, resp:20:16:54.91, diff:+0.43
probe:20:16:59.48, resp:20:16:59.92, diff:+0.44
probe:20:17:04.48, resp:20:17:04.92, diff:+0.44
probe:20:17:09.48, resp:20:17:09.92, diff:+0.44
probe:20:17:14.48, resp:20:17:14.93, diff:+0.45
probe:20:17:19.48, resp:20:17:19.94, diff:+0.46
probe:20:17:24.48, resp:20:17:24.94, diff:+0.46
probe:20:17:29.48, resp:20:17:29.94, diff:+0.46
probe:20:17:34.48, resp:20:17:34.95, diff:+0.47
probe:20:17:39.48, resp:20:17:39.95, diff:+0.47
probe:20:17:44.48, resp:20:17:44.96, diff:+0.48
probe:20:17:49.49, resp:20:17:49.96, diff:+0.47
probe:20:17:54.49, resp:20:17:54.96, diff:+0.47
probe:20:17:59.49, resp:20:17:59.97, diff:+0.48
probe:20:18:04.49, resp:20:18:04.98, diff:+0.49
probe:20:18:09.49, resp:20:18:09.98, diff:+0.49
probe:20:18:14.49, resp:20:18:14.98, diff:+0.49
probe:20:18:19.49, resp:20:18:19.99, diff:+0.50
probe:20:18:24.49, resp:20:18:24.99, diff:+0.50
probe:20:18:29.49, resp:20:18:30.00, diff:+0.51
probe:20:18:34.49, resp:20:18:35.00, diff:+0.51
probe:20:18:39.49, resp:20:18:40.00, diff:+0.51
probe:20:18:44.49, resp:20:18:45.00, diff:+0.51
probe:20:18:49.50, resp:20:18:50.00, diff:+0.51
probe:20:18:54.50, resp:20:18:55.00, diff:+0.51
probe:20:18:59.50, resp:20:19:00.00, diff:+0.51
probe:20:19:04.50, resp:20:19:05.00, diff:+0.51
probe:20:19:09.50, resp:20:19:10.01, diff:+0.52
probe:20:19:14.50, resp:20:19:15.01, diff:+0.52
probe:20:19:19.50, resp:20:19:20.01, diff:+0.52
probe:20:19:24.50, resp:20:19:25.02, diff:+0.53
probe:20:19:29.50, resp:20:19:30.02, diff:+0.53
probe:20:19:34.50, resp:20:19:35.03, diff:+0.54
probe:20:19:39.50, resp:20:19:40.03, diff:+0.54
probe:20:19:44.50, resp:20:19:45.03, diff:+0.54
probe:20:19:49.50, resp:20:19:50.04, diff:+0.55
probe:20:19:54.50, resp:20:19:55.04, diff:+0.55
probe:20:19:59.50, resp:20:20:00.04, diff:+0.55
