probe:18:25:40.09, resp:18:25:36.88, diff:-3.22
probe:19:43:22.54, resp:19:43:16.15, diff:-6.40
probe:19:43:27.54, resp:19:43:21.15, diff:-6.40
probe:19:43:32.54, resp:19:43:25.96, diff:-6.59
probe:19:43:37.54, resp:19:43:30.96, diff:-6.59
probe:19:43:42.54, resp:19:43:35.96, diff:-6.59
probe:19:43:47.54, resp:19:43:40.96, diff:-6.59
probe:19:43:52.54, resp:19:43:45.96, diff:-6.59
probe:19:43:57.54, resp:19:43:50.96, diff:-6.59
probe:19:44:02.54, resp:19:44:03.89, diff:+1.34
probe:19:44:07.54, resp:19:44:08.89, diff:+1.34
probe:19:44:12.54, resp:19:44:13.89, diff:+1.34
probe:19:44:17.54, resp:19:44:18.89, diff:+1.34
probe:19:44:22.54, resp:19:44:23.89, diff:+1.34
probe:19:44:27.54, resp:19:44:28.29, diff:+0.75
probe:19:44:32.54, resp:19:44:32.71, diff:+0.16
probe:19:44:37.55, resp:19:44:37.24, diff:-0.32
probe:19:44:42.55, resp:19:44:42.23, diff:-0.33
probe:19:44:47.55, resp:19:44:47.17, diff:-0.39
probe:19:44:52.55, resp:19:44:52.17, diff:-0.39
probe:19:44:57.55, resp:19:44:57.16, diff:-0.40
probe:19:45:02.55, resp:19:45:02.16, diff:-0.40
probe:19:45:07.55, resp:19:45:06.67, diff:-0.89
probe:19:45:12.55, resp:19:45:11.07, diff:-1.48
probe:19:45:17.55, resp:19:45:15.46, diff:-2.10
probe:19:45:22.55, resp:19:45:19.83, diff:-2.72
probe:19:45:27.55, resp:19:45:24.79, diff:-2.76
probe:19:45:32.55, resp:19:45:29.79, diff:-2.76
probe:19:45:37.55, resp:19:45:34.79, diff:-2.76
probe:19:45:42.55, resp:19:45:39.78, diff:-2.77
probe:19:45:47.55, resp:19:45:44.71, diff:-2.85
probe:19:45:52.55, resp:19:45:49.09, diff:-3.46
probe:19:45:57.55, resp:19:45:53.49, diff:-4.07
probe:19:46:02.55, resp:19:45:57.91, diff:-4.65
probe:19:46:07.55, resp:19:46:02.29, diff:-5.26
probe:19:46:12.55, resp:19:46:06.69, diff:-5.87
probe:19:46:17.55, resp:19:46:11.44, diff:-6.12
probe:19:46:22.55, resp:19:46:16.16, diff:-6.40
probe:19:46:27.55, resp:19:46:21.16, diff:-6.40
probe:19:46:32.55, resp:19:46:26.16, diff:-6.40
probe:19:46:37.55, resp:19:46:31.16, diff:-6.40
probe:19:46:42.55, resp:19:46:36.16, diff:-6.40
probe:19:46:47.55, resp:19:46:41.16, diff:-6.40
probe:19:46:52.55, resp:19:46:46.15, diff:-6.41
probe:19:46:57.55, resp:19:46:51.15, diff:-6.41
probe:19:47:02.55, resp:19:46:56.15, diff:-6.41
probe:19:47:07.55, resp:19:47:01.15, diff:-6.41
probe:19:47:12.56, resp:19:47:06.15, diff:-6.42
probe:19:47:17.56, resp:19:47:11.15, diff:-6.42
probe:19:47:22.56, resp:19:47:16.02, diff:-6.54
probe:19:47:27.56, resp:19:47:20.56, diff:-7.00
probe:19:47:32.56, resp:19:47:25.56, diff:-7.00
probe:19:47:37.56, resp:19:47:30.56, diff:-7.00
probe:19:47:42.56, resp:19:47:35.55, diff:-7.01
probe:19:47:47.56, resp:19:47:40.55, diff:-7.01
probe:19:47:52.56, resp:19:47:45.55, diff:-7.01
probe:19:47:57.56, resp:19:47:50.55, diff:-7.01
probe:19:48:02.57, resp:19:47:55.55, diff:-7.02
probe:19:48:07.57, resp:19:48:00.55, diff:-7.02
probe:19:48:12.57, resp:19:48:05.55, diff:-7.02
probe:19:48:17.57, resp:19:48:10.55, diff:-7.02
probe:19:48:22.57, resp:19:48:15.26, diff:-7.31
probe:19:48:27.57, resp:19:48:19.67, diff:-7.91
probe:19:48:32.58, resp:19:48:24.31, diff:-8.27
probe:19:48:37.58, resp:19:48:29.31, diff:-8.27
probe:19:48:42.58, resp:19:48:34.31, diff:-8.27
probe:19:48:47.58, resp:19:48:39.25, diff:-8.34
probe:19:48:52.58, resp:19:48:44.25, diff:-8.34
probe:19:48:57.58, resp:19:48:49.25, diff:-8.34
probe:19:49:02.58, resp:19:48:54.25, diff:-8.34
probe:19:49:07.59, resp:19:49:09.13, diff:+1.53
probe:19:49:12.59, resp:19:49:14.13, diff:+1.53
probe:19:49:17.59, resp:19:49:19.13, diff:+1.53
probe:19:49:22.59, resp:19:49:23.64, diff:+1.04
probe:19:49:27.59, resp:19:49:28.03, diff:+0.44
probe:19:49:32.59, resp:19:49:32.46, diff:-0.14
probe:19:49:37.59, resp:19:49:36.84, diff:-0.75
probe:19:49:42.60, resp:19:49:41.25, diff:-1.36
probe:19:49:47.60, resp:19:49:45.65, diff:-1.96
probe:19:49:52.60, resp:19:49:50.05, diff:-2.55
probe:19:49:57.60, resp:19:49:54.91, diff:-2.70
probe:19:50:02.60, resp:19:49:59.91, diff:-2.70
probe:19:50:07.60, resp:19:50:04.39, diff:-3.22
probe:19:50:12.61, resp:19:50:08.78, diff:-3.83
probe:19:50:17.61, resp:19:50:13.20, diff:-4.42
probe:19:50:22.61, resp:19:50:17.59, diff:-5.02
probe:19:50:27.61, resp:19:50:22.00, diff:-5.62
probe:19:50:32.61, resp:19:50:26.39, diff:-6.23
probe:19:50:37.61, resp:19:50:30.79, diff:-6.82
probe:19:50:42.61, resp:19:50:35.22, diff:-7.40
probe:19:10:42.44, resp:19:50:40.09, diff:+2397.66
probe:19:10:47.44, resp:19:50:45.09, diff:+2397.66
probe:19:10:52.44, resp:19:50:50.08, diff:+2397.65
probe:19:10:57.44, resp:19:50:54.95, diff:+2397.51
probe:19:51:09.25, resp:19:50:59.57, diff:-9.67
probe:19:51:14.25, resp:19:51:04.56, diff:-9.68
probe:19:51:19.25, resp:19:51:09.56, diff:-9.68
probe:19:51:24.25, resp:19:51:14.56, diff:-9.68
probe:19:51:29.25, resp:19:51:19.56, diff:-9.68
probe:19:51:34.25, resp:19:51:24.56, diff:-9.68
probe:19:51:39.25, resp:19:51:29.36, diff:-9.88
probe:19:51:44.25, resp:19:51:33.76, diff:-10.48
probe:19:51:49.25, resp:19:51:38.33, diff:-10.91
probe:19:51:54.25, resp:19:51:43.33, diff:-10.91
probe:19:51:59.25, resp:19:51:48.27, diff:-10.98
probe:19:52:04.25, resp:19:51:53.27, diff:-10.98
probe:19:52:09.25, resp:19:51:58.27, diff:-10.98
probe:19:52:14.25, resp:19:52:03.27, diff:-10.98
probe:19:52:19.25, resp:19:52:07.90, diff:-11.36
probe:19:52:24.25, resp:19:52:12.28, diff:-11.97
probe:19:52:29.25, resp:19:52:16.69, diff:-12.57
probe:19:52:34.25, resp:19:52:21.35, diff:-12.90
probe:19:52:39.25, resp:19:52:25.95, diff:-13.31
probe:19:52:44.25, resp:19:52:30.33, diff:-13.92
probe:19:52:49.25, resp:19:52:34.73, diff:-14.53
probe:19:52:54.25, resp:19:52:39.55, diff:-14.70
probe:19:52:59.25, resp:19:52:44.52, diff:-14.73
probe:19:53:04.25, resp:19:52:48.90, diff:-15.36
probe:19:53:09.25, resp:19:52:53.30, diff:-15.95
probe:19:53:14.26, resp:19:52:57.73, diff:-16.54
probe:19:53:19.26, resp:19:53:02.41, diff:-16.86
probe:19:53:24.26, resp:19:53:07.41, diff:-16.86
probe:19:53:29.26, resp:19:53:12.41, diff:-16.86
probe:19:53:34.26, resp:19:53:17.41, diff:-16.86
probe:19:53:39.26, resp:19:53:22.19, diff:-17.08
probe:19:53:44.26, resp:19:53:26.64, diff:-17.63
probe:19:53:49.26, resp:19:53:31.64, diff:-17.63
probe:19:53:54.26, resp:19:53:36.64, diff:-17.63
probe:19:53:59.26, resp:19:53:41.64, diff:-17.63
probe:19:54:04.26, resp:19:53:46.63, diff:-17.64
probe:19:54:09.26, resp:19:53:51.21, diff:-18.06
probe:19:54:14.26, resp:19:54:14.24, diff:-0.03
probe:19:54:19.26, resp:19:54:18.67, diff:-0.60
probe:19:54:24.26, resp:19:54:23.17, diff:-1.10
probe:19:54:29.26, resp:19:54:28.00, diff:-1.27
probe:19:54:34.26, resp:19:54:32.68, diff:-1.59
probe:19:54:39.26, resp:19:54:37.68, diff:-1.59
probe:19:54:44.26, resp:19:54:42.68, diff:-1.59
probe:19:54:49.26, resp:19:54:47.67, diff:-1.60
probe:19:54:54.26, resp:19:54:52.32, diff:-1.94
probe:19:54:59.26, resp:19:54:56.97, diff:-2.30
probe:19:55:04.26, resp:19:55:01.97, diff:-2.30
probe:19:55:09.26, resp:19:55:06.97, diff:-2.30
probe:19:55:14.26, resp:19:55:11.97, diff:-2.30
probe:19:55:19.26, resp:19:55:16.97, diff:-2.30
probe:19:55:24.26, resp:19:55:21.97, diff:-2.30
probe:19:55:29.27, resp:19:55:26.97, diff:-2.31
probe:19:55:34.27, resp:19:55:31.96, diff:-2.32
probe:19:55:39.27, resp:19:55:36.96, diff:-2.32
probe:19:55:44.27, resp:19:55:41.96, diff:-2.32
probe:19:55:49.27, resp:19:55:46.96, diff:-2.32
probe:19:55:54.27, resp:19:55:51.96, diff:-2.32
probe:19:55:59.27, resp:19:55:56.96, diff:-2.32
probe:19:56:04.27, resp:19:56:01.96, diff:-2.32
probe:19:56:09.27, resp:19:56:06.96, diff:-2.32
probe:19:56:14.27, resp:19:56:11.96, diff:-2.32
probe:19:56:19.27, resp:19:56:16.96, diff:-2.32
probe:19:56:24.27, resp:19:56:21.95, diff:-2.33
probe:19:56:29.27, resp:19:56:26.95, diff:-2.33
probe:19:56:34.27, resp:19:56:31.95, diff:-2.33
probe:19:56:39.27, resp:19:56:36.95, diff:-2.33
probe:19:56:44.27, resp:19:56:41.95, diff:-2.33
probe:19:56:49.27, resp:19:56:46.95, diff:-2.33
probe:19:56:54.27, resp:19:56:51.95, diff:-2.33
probe:19:56:59.27, resp:19:56:56.95, diff:-2.33
probe:19:57:04.27, resp:19:57:01.95, diff:-2.33
probe:19:57:09.27, resp:19:57:06.94, diff:-2.34
probe:19:57:14.27, resp:19:57:11.94, diff:-2.34
probe:19:57:19.27, resp:19:57:16.94, diff:-2.34
probe:19:57:24.27, resp:19:57:21.94, diff:-2.34
probe:19:57:29.27, resp:19:57:26.94, diff:-2.34
probe:19:57:34.28, resp:19:57:31.94, diff:-2.35
probe:19:57:39.28, resp:19:57:36.68, diff:-2.61
probe:19:57:44.28, resp:19:57:41.05, diff:-3.23
probe:19:57:49.28, resp:19:57:45.49, diff:-3.80
probe:19:57:54.28, resp:19:57:49.90, diff:-4.39
probe:19:57:59.28, resp:19:57:54.61, diff:-4.67
probe:19:58:04.28, resp:19:57:59.61, diff:-4.67
probe:19:58:09.28, resp:19:58:04.61, diff:-4.67
probe:19:58:14.28, resp:19:58:09.61, diff:-4.67
probe:19:58:19.28, resp:19:58:14.61, diff:-4.67
probe:19:58:24.28, resp:19:58:19.61, diff:-4.67
probe:19:58:29.28, resp:19:58:24.51, diff:-4.77
probe:19:58:34.28, resp:19:58:29.03, diff:-5.25
probe:19:58:39.28, resp:19:58:34.03, diff:-5.25
probe:19:58:44.28, resp:19:58:38.70, diff:-5.59
probe:19:58:49.28, resp:19:58:43.71, diff:-5.58
probe:19:58:54.28, resp:19:58:48.71, diff:-5.58
probe:19:58:59.28, resp:19:58:53.70, diff:-5.59
probe:19:59:04.28, resp:19:59:04.60, diff:+0.32
probe:19:59:09.28, resp:19:59:09.60, diff:+0.32
probe:19:59:14.28, resp:19:59:14.59, diff:+0.31
probe:19:59:19.28, resp:19:59:19.60, diff:+0.32
probe:19:59:24.28, resp:19:59:24.59, diff:+0.31
probe:19:59:29.29, resp:19:59:29.59, diff:+0.30
probe:19:59:34.29, resp:19:59:34.59, diff:+0.30
probe:19:59:39.29, resp:19:59:39.59, diff:+0.30
probe:19:59:44.29, resp:19:59:44.26, diff:-0.03
probe:19:59:49.29, resp:19:59:48.79, diff:-0.50
probe:19:59:54.29, resp:19:59:53.79, diff:-0.50
probe:19:59:59.29, resp:19:59:58.79, diff:-0.50
probe:20:00:04.29, resp:20:00:03.79, diff:-0.50
probe:20:00:09.29, resp:20:00:08.79, diff:-0.50
probe:20:00:14.29, resp:20:00:13.79, diff:-0.50
probe:20:00:19.29, resp:20:00:18.79, diff:-0.50
probe:20:00:24.29, resp:20:00:23.73, diff:-0.57
probe:20:00:29.29, resp:20:00:28.73, diff:-0.57
probe:20:00:34.29, resp:20:00:33.73, diff:-0.57
probe:20:00:39.29, resp:20:00:38.73, diff:-0.57
probe:20:00:44.29, resp:20:00:43.73, diff:-0.57
probe:20:00:49.29, resp:20:00:48.55, diff:-0.74
probe:20:00:54.29, resp:20:00:53.00, diff:-1.30
probe:20:00:59.30, resp:20:00:57.73, diff:-1.58
probe:20:01:04.30, resp:20:01:02.73, diff:-1.58
probe:20:01:09.30, resp:20:01:07.73, diff:-1.58
probe:20:01:14.30, resp:20:01:12.73, diff:-1.58
probe:20:01:19.30, resp:20:01:17.73, diff:-1.58
probe:20:01:24.30, resp:20:01:22.51, diff:-1.79
probe:20:01:29.30, resp:20:01:26.97, diff:-2.34
probe:20:01:34.31, resp:20:01:31.59, diff:-2.72
probe:20:01:39.31, resp:20:01:36.59, diff:-2.72
probe:20:01:44.31, resp:20:01:41.59, diff:-2.72
probe:20:01:49.32, resp:20:01:46.59, diff:-2.73
probe:20:01:54.32, resp:20:01:51.31, diff:-3.01
probe:20:01:59.34, resp:20:01:56.33, diff:-3.01
probe:20:02:04.34, resp:20:02:01.33, diff:-3.01
probe:20:02:09.34, resp:20:02:06.33, diff:-3.01
probe:20:02:14.34, resp:20:02:11.33, diff:-3.01
probe:20:02:19.34, resp:20:02:16.33, diff:-3.01
probe:20:02:24.34, resp:20:02:21.33, diff:-3.01
probe:20:02:29.34, resp:20:02:26.33, diff:-3.01
probe:20:02:34.34, resp:20:02:31.33, diff:-3.01
probe:20:02:39.35, resp:20:02:36.33, diff:-3.02
probe:20:02:44.35, resp:20:02:40.83, diff:-3.52
probe:20:02:49.35, resp:20:02:45.83, diff:-3.52
probe:20:02:54.35, resp:20:02:50.83, diff:-3.52
probe:20:02:59.35, resp:20:02:55.82, diff:-3.53
probe:20:03:04.35, resp:20:03:00.22, diff:-4.14
probe:20:03:09.35, resp:20:03:04.64, diff:-4.72
probe:20:03:14.35, resp:20:03:09.02, diff:-5.33
probe:20:03:19.35, resp:20:03:13.43, diff:-5.93
probe:20:03:24.35, resp:20:03:17.82, diff:-6.53
probe:20:03:29.35, resp:20:03:22.51, diff:-6.84
probe:20:03:34.35, resp:20:03:27.51, diff:-6.84
probe:20:03:39.36, resp:20:03:32.51, diff:-6.85
probe:20:03:44.36, resp:20:03:37.06, diff:-7.30
probe:20:03:49.36, resp:20:03:41.45, diff:-7.92
probe:20:03:54.36, resp:20:03:46.10, diff:-8.26
probe:20:03:59.36, resp:20:03:51.10, diff:-8.26
probe:20:04:04.36, resp:20:04:04.89, diff:+0.52
probe:20:04:09.38, resp:20:04:09.89, diff:+0.51
probe:20:04:14.38, resp:20:04:14.59, diff:+0.22
probe:20:04:19.38, resp:20:04:19.46, diff:+0.08
probe:20:04:24.38, resp:20:04:24.33, diff:-0.04
probe:20:04:29.38, resp:20:04:29.25, diff:-0.13
probe:20:04:34.38, resp:20:04:33.66, diff:-0.72
probe:20:04:39.38, resp:20:04:38.43, diff:-0.95
probe:20:04:44.38, resp:20:04:43.42, diff:-0.96
probe:20:04:49.38, resp:20:04:48.42, diff:-0.96
probe:20:04:54.38, resp:20:04:53.42, diff:-0.96
probe:20:04:59.38, resp:20:04:58.42, diff:-0.96
probe:20:05:04.38, resp:20:05:03.42, diff:-0.96
probe:20:05:09.38, resp:20:05:08.42, diff:-0.96
probe:20:05:14.38, resp:20:05:13.42, diff:-0.96
probe:20:05:19.38, resp:20:05:18.42, diff:-0.96
probe:20:05:24.38, resp:20:05:23.42, diff:-0.96
probe:20:05:29.38, resp:20:05:28.41, diff:-0.97
probe:20:05:34.38, resp:20:05:33.41, diff:-0.97
probe:20:05:39.38, resp:20:05:38.41, diff:-0.97
probe:20:05:44.38, resp:20:05:43.41, diff:-0.97
probe:20:05:49.39, resp:20:05:48.41, diff:-0.98
probe:20:05:54.39, resp:20:05:53.41, diff:-0.98
probe:20:05:59.39, resp:20:05:58.41, diff:-0.98
probe:20:06:04.39, resp:20:06:03.41, diff:-0.98
probe:20:06:09.39, resp:20:06:08.41, diff:-0.98
probe:20:06:14.39, resp:20:06:13.41, diff:-0.98
probe:20:06:19.39, resp:20:06:17.98, diff:-1.41
probe:20:06:24.39, resp:20:06:22.70, diff:-1.69
probe:20:06:29.40, resp:20:06:27.71, diff:-1.69
probe:20:06:34.40, resp:20:06:32.71, diff:-1.69
probe:20:06:39.40, resp:20:06:37.71, diff:-1.69
probe:20:06:44.40, resp:20:06:42.70, diff:-1.70
probe:20:06:49.40, resp:20:06:47.70, diff:-1.70
probe:20:06:54.40, resp:20:06:52.70, diff:-1.70
probe:20:06:59.41, resp:20:06:57.70, diff:-1.71
probe:20:07:04.41, resp:20:07:02.70, diff:-1.71
probe:20:07:09.41, resp:20:07:07.70, diff:-1.71
probe:20:07:14.41, resp:20:07:12.70, diff:-1.71
probe:20:07:19.41, resp:20:07:17.70, diff:-1.71
probe:20:07:24.41, resp:20:07:22.70, diff:-1.71
probe:20:07:29.41, resp:20:07:27.70, diff:-1.71
probe:20:07:34.41, resp:20:07:32.69, diff:-1.72
probe:20:07:39.41, resp:20:07:37.69, diff:-1.72
probe:20:07:44.41, resp:20:07:42.69, diff:-1.72
probe:20:07:49.41, resp:20:07:47.69, diff:-1.72
probe:20:07:54.41, resp:20:07:52.69, diff:-1.72
probe:20:07:59.41, resp:20:07:57.69, diff:-1.72
probe:20:08:04.41, resp:20:08:02.42, diff:-1.99
probe:20:08:09.42, resp:20:08:07.42, diff:-2.00
probe:20:08:14.42, resp:20:08:12.31, diff:-2.10
probe:20:08:19.42, resp:20:08:17.31, diff:-2.10
probe:20:08:24.42, resp:20:08:22.31, diff:-2.10
probe:20:08:29.42, resp:20:08:26.86, diff:-2.55
probe:20:08:34.42, resp:20:08:31.47, diff:-2.95
probe:20:08:39.42, resp:20:08:36.47, diff:-2.95
probe:20:08:44.42, resp:20:08:41.47, diff:-2.95
probe:20:08:49.42, resp:20:08:46.46, diff:-2.96
probe:20:08:54.42, resp:20:08:51.46, diff:-2.96
probe:20:08:59.42, resp:20:08:56.47, diff:-2.95
probe:20:09:04.42, resp:20:09:01.46, diff:-2.96
probe:20:09:09.42, resp:20:09:06.46, diff:-2.96
probe:20:09:14.42, resp:20:09:11.50, diff:-2.92
probe:20:09:19.43, resp:20:09:16.46, diff:-2.97
probe:20:09:24.43, resp:20:09:21.46, diff:-2.97
probe:20:09:29.43, resp:20:09:26.46, diff:-2.97
probe:20:09:34.43, resp:20:09:31.46, diff:-2.97
probe:20:09:39.43, resp:20:09:36.46, diff:-2.97
probe:20:09:44.43, resp:20:09:41.46, diff:-2.97
probe:20:09:49.43, resp:20:09:46.45, diff:-2.98
probe:20:09:54.43, resp:20:09:51.45, diff:-2.98
probe:20:09:59.43, resp:20:09:56.45, diff:-2.98
probe:20:10:04.43, resp:20:10:01.45, diff:-2.98
probe:20:10:09.43, resp:20:10:06.45, diff:-2.98
probe:20:10:14.43, resp:20:10:11.45, diff:-2.98
probe:20:10:19.43, resp:20:10:16.48, diff:-2.95
probe:20:10:24.43, resp:20:10:21.00, diff:-3.43
probe:20:10:29.43, resp:20:10:25.39, diff:-4.04
probe:20:10:34.43, resp:20:10:30.08, diff:-4.34
probe:20:10:39.43, resp:20:10:35.08, diff:-4.34
probe:20:10:44.43, resp:20:10:39.54, diff:-4.88
probe:20:10:49.43, resp:20:10:44.11, diff:-5.31
probe:20:10:54.43, resp:20:10:49.11, diff:-5.31
probe:20:10:59.44, resp:20:10:54.11, diff:-5.32
probe:20:11:04.44, resp:20:10:58.99, diff:-5.45
probe:20:11:09.44, resp:20:11:03.98, diff:-5.46
probe:20:11:14.44, resp:20:11:08.63, diff:-5.81
probe:20:11:19.44, resp:20:11:13.08, diff:-6.35
probe:20:11:24.44, resp:20:11:18.08, diff:-6.35
probe:20:11:29.44, resp:20:11:22.60, diff:-6.83
probe:20:11:34.44, resp:20:11:27.50, diff:-6.94
probe:20:11:39.44, resp:20:11:32.36, diff:-7.07
probe:20:11:44.44, resp:20:11:36.88, diff:-7.56
probe:20:11:49.44, resp:20:11:41.50, diff:-7.94
probe:20:11:54.44, resp:20:11:46.39, diff:-8.05
probe:20:11:59.44, resp:20:11:51.38, diff:-8.06
probe:20:12:04.44, resp:20:11:56.38, diff:-8.06
probe:20:12:09.44, resp:20:12:01.18, diff:-8.26
probe:20:12:14.44, resp:20:12:05.56, diff:-8.87
probe:20:12:19.45, resp:20:12:10.10, diff:-9.34
probe:20:12:24.45, resp:20:12:14.70, diff:-9.75
probe:20:12:29.45, resp:20:12:19.09, diff:-10.35
probe:20:12:34.45, resp:20:12:23.51, diff:-10.93
probe:20:12:39.45, resp:20:12:28.16, diff:-11.29
probe:20:12:44.45, resp:20:12:33.16, diff:-11.29
probe:20:12:49.45, resp:20:12:38.16, diff:-11.29
probe:20:12:54.45, resp:20:12:43.16, diff:-11.29
probe:20:12:59.45, resp:20:12:47.73, diff:-11.72
probe:20:13:04.45, resp:20:12:52.59, diff:-11.85
probe:20:13:09.45, resp:20:12:57.59, diff:-11.85
probe:20:13:14.45, resp:20:13:02.59, diff:-11.85
probe:20:13:19.45, resp:20:13:07.59, diff:-11.85
probe:20:13:24.45, resp:20:13:12.59, diff:-11.85
probe:20:13:29.45, resp:20:13:17.59, diff:-11.85
probe:20:13:34.45, resp:20:13:22.59, diff:-11.85
probe:20:13:39.45, resp:20:13:27.44, diff:-12.01
probe:20:13:44.45, resp:20:13:32.34, diff:-12.10
probe:20:13:49.45, resp:20:13:36.76, diff:-12.68
probe:20:13:54.45, resp:20:13:41.72, diff:-12.73
probe:20:13:59.46, resp:20:13:46.71, diff:-12.75
probe:20:14:04.46, resp:20:13:51.72, diff:-12.74
probe:20:14:09.46, resp:20:14:10.40, diff:+0.94
probe:20:14:14.46, resp:20:14:14.97, diff:+0.51
probe:20:14:19.46, resp:20:14:19.77, diff:+0.32
probe:20:14:24.46, resp:20:14:24.34, diff:-0.11
probe:20:14:29.46, resp:20:14:29.34, diff:-0.11
probe:20:14:34.46, resp:20:14:34.34, diff:-0.11
probe:20:14:39.46, resp:20:14:39.34, diff:-0.11
probe:20:14:44.46, resp:20:14:44.34, diff:-0.11
probe:20:14:49.46, resp:20:14:48.88, diff:-0.58
probe:20:14:54.46, resp:20:14:53.26, diff:-1.19
probe:20:14:59.46, resp:20:14:57.70, diff:-1.76
probe:20:15:04.46, resp:20:15:02.32, diff:-2.13
probe:20:15:09.46, resp:20:15:07.32, diff:-2.13
probe:20:15:14.46, resp:20:15:12.32, diff:-2.13
probe:20:15:19.46, resp:20:15:17.32, diff:-2.13
probe:20:15:24.46, resp:20:15:22.32, diff:-2.13
probe:20:15:29.47, resp:20:15:27.32, diff:-2.14
probe:20:15:34.47, resp:20:15:32.31, diff:-2.15
probe:20:15:39.47, resp:20:15:37.03, diff:-2.43
probe:20:15:44.47, resp:20:15:41.48, diff:-2.99
probe:20:15:49.47, resp:20:15:45.88, diff:-3.59
probe:20:15:54.47, resp:20:15:50.31, diff:-4.15
probe:20:15:59.47, resp:20:15:54.84, diff:-4.62
probe:20:16:04.47, resp:20:15:59.84, diff:-4.62
probe:20:16:09.47, resp:20:16:04.84, diff:-4.62
probe:20:16:14.47, resp:20:16:09.84, diff:-4.62
probe:20:16:19.47, resp:20:16:14.80, diff:-4.66
probe:20:16:24.47, resp:20:16:19.80, diff:-4.66
probe:20:16:29.47, resp:20:16:24.80, diff:-4.66
probe:20:16:34.47, resp:20:16:29.80, diff:-4.66
probe:20:16:39.47, resp:20:16:34.80, diff:-4.66
probe:20:16:44.47, resp:20:16:39.80, diff:-4.66
probe:20:16:49.47, resp:20:16:44.80, diff:-4.66
probe:20:16:54.47, resp:20:16:49.80, diff:-4.66
probe:20:16:59.48, resp:20:16:54.80, diff:-4.67
probe:20:17:04.48, resp:20:16:59.80, diff:-4.67
probe:20:17:09.48, resp:20:17:04.79, diff:-4.68
probe:20:17:14.48, resp:20:17:09.79, diff:-4.68
probe:20:17:19.48, resp:20:17:14.79, diff:-4.68
probe:20:17:24.48, resp:20:17:19.79, diff:-4.68
probe:20:17:29.48, resp:20:17:24.79, diff:-4.68
probe:20:17:34.48, resp:20:17:29.79, diff:-4.68
probe:20:17:39.48, resp:20:17:34.79, diff:-4.68
probe:20:17:44.48, resp:20:17:39.79, diff:-4.68
probe:20:17:49.48, resp:20:17:44.26, diff:-5.21
probe:20:17:54.48, resp:20:17:48.67, diff:-5.81
probe:20:17:59.48, resp:20:17:53.39, diff:-6.09
probe:20:18:04.48, resp:20:17:58.39, diff:-6.09
probe:20:18:09.48, resp:20:18:03.19, diff:-6.29
probe:20:18:14.48, resp:20:18:07.60, diff:-6.87
probe:20:18:19.48, resp:20:18:12.60, diff:-6.87
probe:20:18:24.48, resp:20:18:17.60, diff:-6.87
probe:20:18:29.49, resp:20:18:22.35, diff:-7.13
probe:20:18:34.49, resp:20:18:26.75, diff:-7.73
probe:20:18:39.49, resp:20:18:31.23, diff:-8.26
probe:20:18:44.49, resp:20:18:36.23, diff:-8.26
probe:20:18:49.50, resp:20:18:41.24, diff:-8.26
probe:20:18:54.50, resp:20:18:46.24, diff:-8.26
probe:20:18:59.50, resp:20:18:51.24, diff:-8.26
probe:20:19:04.50, resp:20:19:05.64, diff:+1.14
probe:20:19:09.50, resp:20:19:10.64, diff:+1.14
probe:20:19:14.50, resp:20:19:15.64, diff:+1.14
probe:20:19:19.50, resp:20:19:20.64, diff:+1.14
probe:20:19:24.50, resp:20:19:25.63, diff:+1.13
probe:20:19:29.50, resp:20:19:30.63, diff:+1.13
probe:20:19:34.50, resp:20:19:35.63, diff:+1.13
probe:20:19:39.50, resp:20:19:40.63, diff:+1.13
probe:20:19:44.50, resp:20:19:45.63, diff:+1.13
probe:20:19:49.50, resp:20:19:50.63, diff:+1.13
probe:20:19:54.50, resp:20:19:55.63, diff:+1.13
probe:20:19:59.50, resp:20:20:00.63, diff:+1.13
