probe:18:45:10.09, resp:18:45:11.19, diff:+1.09
probe:20:02:49.38, resp:20:02:49.94, diff:+0.56
probe:20:02:54.38, resp:20:02:54.94, diff:+0.56
probe:20:02:59.38, resp:20:02:59.95, diff:+0.57
probe:20:03:04.38, resp:20:03:04.95, diff:+0.57
probe:20:03:09.38, resp:20:03:09.96, diff:+0.58
probe:20:03:14.38, resp:20:03:14.96, diff:+0.58
probe:20:03:19.38, resp:20:03:19.96, diff:+0.58
probe:20:03:24.38, resp:20:03:24.97, diff:+0.59
probe:20:03:29.38, resp:20:03:29.97, diff:+0.59
probe:20:03:34.39, resp:20:03:34.98, diff:+0.59
probe:20:03:39.39, resp:20:03:39.99, diff:+0.60
probe:20:03:44.39, resp:20:03:44.99, diff:+0.60
probe:20:03:49.39, resp:20:03:49.99, diff:+0.60
probe:20:03:54.39, resp:20:03:55.00, diff:+0.61
probe:20:03:59.39, resp:20:04:00.00, diff:+0.61
probe:20:04:04.39, resp:20:04:05.00, diff:+0.62
probe:20:04:09.39, resp:20:04:10.00, diff:+0.62
probe:20:04:14.39, resp:20:04:15.00, diff:+0.62
probe:20:04:19.40, resp:20:04:20.01, diff:+0.62
probe:20:04:24.40, resp:20:04:25.01, diff:+0.62
probe:20:04:29.40, resp:20:04:30.02, diff:+0.63
probe:20:04:34.40, resp:20:04:35.02, diff:+0.63
probe:20:04:39.40, resp:20:04:40.02, diff:+0.63
probe:20:04:44.40, resp:20:04:45.03, diff:+0.64
probe:20:04:49.40, resp:20:04:50.03, diff:+0.64
probe:20:04:54.40, resp:20:04:55.04, diff:+0.65
probe:20:04:59.40, resp:20:05:00.04, diff:+0.65
probe:20:05:04.40, resp:20:05:05.04, diff:+0.65
probe:20:05:09.40, resp:20:05:10.05, diff:+0.66
probe:20:05:14.40, resp:20:05:15.05, diff:+0.66
probe:20:05:19.41, resp:20:05:20.05, diff:+0.65
probe:20:05:24.41, resp:20:05:25.06, diff:+0.66
probe:20:05:29.41, resp:20:05:30.06, diff:+0.66
probe:20:05:34.41, resp:20:05:35.06, diff:+0.66
probe:20:05:39.41, resp:20:05:40.07, diff:+0.67
probe:20:05:44.41, resp:20:05:45.07, diff:+0.67
probe:20:05:49.42, resp:20:05:50.09, diff:+0.68
probe:20:05:54.42, resp:20:05:55.09, diff:+0.68
probe:20:05:59.42, resp:20:06:00.09, diff:+0.68
probe:20:06:04.42, resp:20:06:05.09, diff:+0.68
probe:20:06:09.42, resp:20:06:10.10, diff:+0.69
probe:20:06:14.42, resp:20:06:15.10, diff:+0.69
probe:20:06:19.42, resp:20:06:20.11, diff:+0.70
probe:20:06:24.42, resp:20:06:25.11, diff:+0.70
probe:20:06:29.43, resp:20:06:30.13, diff:+0.70
probe:20:06:34.43, resp:20:06:35.13, diff:+0.70
probe:20:06:39.43, resp:20:06:40.14, diff:+0.71
probe:20:06:44.43, resp:20:06:45.14, diff:+0.71
probe:20:06:49.43, resp:20:06:50.14, diff:+0.71
probe:20:06:54.43, resp:20:06:55.15, diff:+0.72
probe:20:06:59.43, resp:20:07:00.15, diff:+0.72
probe:20:07:04.43, resp:20:07:05.15, diff:+0.72
probe:20:07:09.44, resp:20:07:10.16, diff:+0.72
probe:20:07:14.44, resp:20:07:15.16, diff:+0.72
probe:20:07:19.44, resp:20:07:20.17, diff:+0.73
probe:20:07:24.44, resp:20:07:25.17, diff:+0.73
probe:20:07:29.44, resp:20:07:30.18, diff:+0.74
probe:20:07:34.44, resp:20:07:35.18, diff:+0.74
probe:20:07:39.44, resp:20:07:40.18, diff:+0.74
probe:20:07:44.44, resp:20:07:45.19, diff:+0.75
probe:20:07:49.44, resp:20:07:50.19, diff:+0.75
probe:20:07:54.44, resp:20:07:55.20, diff:+0.76
probe:20:07:59.44, resp:20:08:00.20, diff:+0.76
probe:20:08:04.44, resp:20:08:05.20, diff:+0.76
probe:20:08:09.45, resp:20:08:10.21, diff:+0.76
probe:20:08:14.45, resp:20:08:15.21, diff:+0.76
probe:20:08:19.45, resp:20:08:20.21, diff:+0.76
probe:20:08:24.45, resp:20:08:25.22, diff:+0.77
probe:20:08:29.45, resp:20:08:30.22, diff:+0.77
probe:20:08:34.45, resp:20:08:35.22, diff:+0.77
probe:20:08:39.45, resp:20:08:40.23, diff:+0.78
probe:20:08:44.45, resp:20:08:45.23, diff:+0.78
probe:20:08:49.45, resp:20:08:50.24, diff:+0.79
probe:20:08:54.45, resp:20:08:55.24, diff:+0.79
probe:20:08:59.45, resp:20:09:00.25, diff:+0.80
probe:20:09:04.45, resp:20:09:05.25, diff:+0.80
probe:20:09:09.45, resp:20:09:10.25, diff:+0.80
probe:20:09:14.45, resp:20:09:15.29, diff:+0.85
probe:20:09:19.46, resp:20:09:20.25, diff:+0.80
probe:20:09:24.46, resp:20:09:25.25, diff:+0.80
probe:20:09:29.46, resp:20:09:30.26, diff:+0.81
probe:20:09:34.46, resp:20:09:35.26, diff:+0.81
probe:20:09:39.46, resp:20:09:40.26, diff:+0.81
probe:20:09:44.46, resp:20:09:45.27, diff:+0.82
probe:20:09:49.46, resp:20:09:50.27, diff:+0.82
probe:20:09:54.46, resp:20:09:55.28, diff:+0.83
probe:20:09:59.46, resp:20:10:00.28, diff:+0.83
probe:20:10:04.46, resp:20:10:05.28, diff:+0.83
probe:20:10:09.46, resp:20:10:10.29, diff:+0.84
probe:20:10:14.46, resp:20:10:15.29, diff:+0.84
probe:20:10:19.46, resp:20:10:20.33, diff:+0.88
probe:20:10:24.46, resp:20:10:25.30, diff:+0.85
probe:20:10:29.47, resp:20:10:30.30, diff:+0.84
probe:20:10:34.47, resp:20:10:35.31, diff:+0.85
probe:20:10:39.47, resp:20:10:40.31, diff:+0.85
probe:20:10:44.47, resp:20:10:45.32, diff:+0.86
probe:20:10:49.47, resp:20:10:50.32, diff:+0.86
probe:20:10:54.47, resp:20:10:55.32, diff:+0.86
probe:20:10:59.47, resp:20:11:00.33, diff:+0.87
probe:20:11:04.47, resp:20:11:05.33, diff:+0.87
probe:20:11:09.47, resp:20:11:10.33, diff:+0.87
probe:20:11:14.47, resp:20:11:15.34, diff:+0.88
probe:20:11:19.47, resp:20:11:20.34, diff:+0.88
probe:20:11:24.47, resp:20:11:25.34, diff:+0.88
probe:20:11:29.47, resp:20:11:30.35, diff:+0.89
probe:20:11:34.47, resp:20:11:35.35, diff:+0.89
probe:20:11:39.47, resp:20:11:40.35, diff:+0.89
probe:20:11:44.47, resp:20:11:45.36, diff:+0.90
probe:20:11:49.48, resp:20:11:50.36, diff:+0.89
probe:20:11:54.48, resp:20:11:55.38, diff:+0.90
probe:20:11:59.48, resp:20:12:00.38, diff:+0.90
probe:20:12:04.48, resp:20:12:05.38, diff:+0.90
probe:20:12:09.48, resp:20:12:10.39, diff:+0.91
probe:20:12:14.48, resp:20:12:15.39, diff:+0.91
probe:20:12:19.48, resp:20:12:20.40, diff:+0.92
probe:20:12:24.48, resp:20:12:25.40, diff:+0.92
probe:20:12:29.48, resp:20:12:30.40, diff:+0.92
probe:20:12:34.48, resp:20:12:35.41, diff:+0.93
probe:20:12:39.48, resp:20:12:40.41, diff:+0.93
probe:20:12:44.48, resp:20:12:45.41, diff:+0.93
probe:20:12:49.50, resp:20:12:50.51, diff:+1.02
probe:20:12:54.50, resp:20:12:55.44, diff:+0.94
probe:20:12:59.50, resp:20:13:00.44, diff:+0.94
probe:20:13:04.50, resp:20:13:05.45, diff:+0.95
probe:20:13:09.50, resp:20:13:10.45, diff:+0.94
probe:20:13:14.50, resp:20:13:15.45, diff:+0.94
probe:20:13:19.50, resp:20:13:20.46, diff:+0.95
probe:20:13:24.50, resp:20:13:25.46, diff:+0.95
probe:20:13:29.50, resp:20:13:30.46, diff:+0.95
probe:20:13:34.50, resp:20:13:35.47, diff:+0.96
probe:20:13:39.50, resp:20:13:40.47, diff:+0.96
probe:20:13:44.50, resp:20:13:45.47, diff:+0.96
probe:20:13:49.50, resp:20:13:50.48, diff:+0.97
probe:20:13:54.51, resp:20:13:55.49, diff:+0.97
probe:20:13:59.51, resp:20:14:00.49, diff:+0.97
probe:20:14:04.51, resp:20:14:05.50, diff:+0.98
probe:20:14:09.51, resp:20:14:10.50, diff:+0.98
probe:20:14:14.51, resp:20:14:15.50, diff:+0.98
probe:20:14:19.51, resp:20:14:20.50, diff:+0.99
probe:20:14:24.51, resp:20:14:25.50, diff:+0.99
probe:20:14:29.51, resp:20:14:30.51, diff:+1.00
probe:20:14:34.51, resp:20:14:35.51, diff:+1.00
probe:20:14:39.51, resp:20:14:40.51, diff:+1.00
probe:20:14:44.51, resp:20:14:45.52, diff:+1.01
probe:20:14:49.51, resp:20:14:50.52, diff:+1.01
probe:20:14:54.51, resp:20:14:55.52, diff:+1.01
probe:20:14:59.51, resp:20:15:00.53, diff:+1.02
probe:20:15:04.52, resp:20:15:05.53, diff:+1.01
probe:20:15:09.53, resp:20:15:10.55, diff:+1.02
probe:20:15:14.53, resp:20:15:15.55, diff:+1.02
probe:20:15:19.53, resp:20:15:20.55, diff:+1.02
probe:20:15:24.53, resp:20:15:25.56, diff:+1.03
probe:20:15:29.53, resp:20:15:30.56, diff:+1.03
probe:20:15:34.53, resp:20:15:35.56, diff:+1.03
probe:20:15:39.53, resp:20:15:40.57, diff:+1.04
probe:20:15:44.53, resp:20:15:45.57, diff:+1.04
probe:20:15:49.53, resp:20:15:50.57, diff:+1.04
probe:20:15:54.53, resp:20:15:55.58, diff:+1.05
probe:20:15:59.53, resp:20:16:00.58, diff:+1.05
probe:20:16:04.53, resp:20:16:05.58, diff:+1.05
probe:20:16:09.54, resp:20:16:10.59, diff:+1.05
probe:20:16:14.54, resp:20:16:15.60, diff:+1.06
probe:20:16:19.54, resp:20:16:20.60, diff:+1.06
probe:20:16:24.54, resp:20:16:25.60, diff:+1.06
probe:20:16:29.54, resp:20:16:30.61, diff:+1.07
probe:20:16:34.54, resp:20:16:35.61, diff:+1.07
probe:20:16:39.54, resp:20:16:40.61, diff:+1.07
probe:20:16:44.54, resp:20:16:45.63, diff:+1.08
probe:20:16:49.55, resp:20:16:50.64, diff:+1.08
probe:20:16:54.55, resp:20:16:55.64, diff:+1.08
probe:20:16:59.55, resp:20:17:00.64, diff:+1.08
probe:20:17:04.55, resp:20:17:05.65, diff:+1.09
probe:20:17:09.55, resp:20:17:10.65, diff:+1.09
probe:20:17:14.55, resp:20:17:15.65, diff:+1.09
probe:20:17:19.55, resp:20:17:20.66, diff:+1.10
probe:20:17:24.55, resp:20:17:25.66, diff:+1.10
probe:20:17:29.55, resp:20:17:30.67, diff:+1.11
probe:20:17:34.55, resp:20:17:35.67, diff:+1.11
probe:20:17:39.55, resp:20:17:40.67, diff:+1.11
probe:20:17:44.55, resp:20:17:45.68, diff:+1.12
probe:20:17:49.55, resp:20:17:50.68, diff:+1.12
probe:20:17:54.55, resp:20:17:55.68, diff:+1.12
probe:20:17:59.55, resp:20:18:00.69, diff:+1.13
probe:20:18:04.55, resp:20:18:05.69, diff:+1.13
probe:20:18:09.56, resp:20:18:10.69, diff:+1.12
probe:20:18:14.56, resp:20:18:15.70, diff:+1.13
probe:20:18:19.56, resp:20:18:20.70, diff:+1.13
probe:20:18:24.56, resp:20:18:25.70, diff:+1.13
probe:20:18:29.56, resp:20:18:30.71, diff:+1.14
probe:20:18:34.56, resp:20:18:35.71, diff:+1.14
probe:20:18:39.56, resp:20:18:40.71, diff:+1.14
probe:20:18:44.56, resp:20:18:45.72, diff:+1.15
probe:20:18:49.56, resp:20:18:50.72, diff:+1.15
probe:20:18:54.56, resp:20:18:55.73, diff:+1.16
probe:20:18:59.56, resp:20:19:00.73, diff:+1.16
